SK_ID_CURR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
295934.0,236930.0,131884.0,271375.0,205723.0,162223.0,274673.0,423568.0,140871.0,140730.0,410215.0,422201.0,278465.0,317139.0,352435.0,158782.0,318223.0,134394.0,413432.0,244900.0,177015.0,353883.0,279207.0,109838.0,375527.0,326427.0,119792.0,198328.0,386878.0,251092.0,448843.0,347112.0,345081.0,432225.0,168818.0,175947.0,344305.0,242095.0,430331.0,371775.0,255846.0,136214.0,418503.0,218050.0,426866.0,202395.0,300962.0,358665.0,194004.0,398514.0
108736.0,390434.0,278557.0,227691.0,362353.0,186031.0,311944.0,257942.0,160602.0,417835.0,388474.0,239595.0,405616.0,106791.0,292760.0,209501.0,205549.0,216144.0,285172.0,227534.0,127863.0,100293.0,441604.0,303230.0,174244.0,148807.0,362307.0,116773.0,120521.0,128990.0,349020.0,252989.0,130201.0,109826.0,282416.0,444610.0,365076.0,113000.0,214854.0,174376.0,235359.0,446420.0,290457.0,287557.0,140035.0,260553.0,250086.0,261023.0,392216.0,154906.0
100100.0,230450.0,150129.0,411288.0,455451.0,221393.0,243605.0,431330.0,308811.0,197374.0,330340.0,208706.0,440374.0,402319.0,323322.0,113378.0,272410.0,208568.0,202680.0,314992.0,432979.0,385336.0,155943.0,428677.0,222495.0,385591.0,308105.0,385492.0,303523.0,102986.0,361513.0,394616.0,284491.0,352832.0,372323.0,348383.0,273930.0,371812.0,145459.0,263474.0,289886.0,265886.0,350861.0,160153.0,359132.0,452596.0,343176.0,402452.0,417195.0,318346.0
267252.0,377535.0,418216.0,294745.0,377521.0,378286.0,366464.0,205163.0,441670.0,160723.0,249240.0,277967.0,163656.0,401711.0,436589.0,170307.0,340143.0,393396.0,420965.0,106959.0,153372.0,361656.0,189954.0,349529.0,417094.0,379443.0,101127.0,250055.0,175192.0,412594.0,163753.0,328726.0,152289.0,433989.0,217302.0,211279.0,282471.0,421851.0,435572.0,216066.0,304796.0,234353.0,278420.0,372062.0,208568.0,351664.0,123335.0,259251.0,267776.0,373134.0
123174.0,421217.0,394976.0,161304.0,150030.0,268490.0,427533.0,317064.0,110261.0,318512.0,133759.0,175550.0,147100.0,410757.0,264768.0,139457.0,372755.0,170716.0,222304.0,373629.0,320880.0,243997.0,429572.0,160413.0,247026.0,163928.0,310349.0,268472.0,208709.0,320878.0,286454.0,247631.0,181959.0,429865.0,393204.0,329422.0,354342.0,250380.0,154118.0,424926.0,303204.0,301189.0,252453.0,354691.0,267898.0,251822.0,341057.0,364174.0,254929.0,275566.0
137545.0,422036.0,339054.0,406648.0,105032.0,117817.0,433100.0,215459.0,327612.0,178332.0,345545.0,422498.0,395937.0,368609.0,147467.0,179584.0,133510.0,195264.0,165647.0,394793.0,236556.0,179685.0,308307.0,234211.0,408077.0,330167.0,320556.0,426867.0,351716.0,360641.0,260453.0,216819.0,163627.0,354499.0,305648.0,348387.0,126359.0,401084.0,205840.0,156499.0,143323.0,111783.0,122887.0,347548.0,141412.0,384298.0,378103.0,196715.0,122111.0,158682.0
183297.0,111326.0,132694.0,103378.0,420469.0,202361.0,313839.0,371775.0,107192.0,434217.0,165075.0,380088.0,329961.0,352832.0,242454.0,392226.0,142598.0,141412.0,272257.0,432225.0,151573.0,242053.0,407431.0,318227.0,391540.0,212956.0,429387.0,352435.0,308307.0,116004.0,299331.0,215207.0,275759.0,166181.0,303057.0,290457.0,189115.0,349020.0,440374.0,214496.0,354321.0,397738.0,256561.0,415368.0,403061.0,297406.0,172056.0,221393.0,455760.0,221818.0
352979.0,133380.0,191321.0,345895.0,317860.0,167633.0,108900.0,411506.0,251103.0,198328.0,423568.0,190852.0,313839.0,325656.0,121787.0,138364.0,295934.0,222727.0,130237.0,201304.0,201168.0,427442.0,326427.0,116796.0,375527.0,275063.0,237530.0,294098.0,278465.0,316894.0,424873.0,349216.0,110055.0,279605.0,132936.0,139926.0,407404.0,427726.0,345081.0,103378.0,181296.0,261985.0,215207.0,162223.0,205723.0,242095.0,339889.0,168479.0,137723.0,444003.0
415660.0,187364.0,365187.0,333004.0,113974.0,429453.0,227534.0,239582.0,206954.0,128990.0,310334.0,125780.0,445017.0,408892.0,149510.0,294973.0,214854.0,388988.0,199369.0,438235.0,114025.0,257281.0,375139.0,108736.0,260876.0,190601.0,356452.0,157843.0,378281.0,405616.0,127863.0,392277.0,223916.0,226403.0,226549.0,116773.0,340345.0,193782.0,235359.0,174244.0,362353.0,163587.0,445735.0,203275.0,203858.0,390434.0,269231.0,291169.0,266389.0,442721.0
144201.0,228515.0,441698.0,209501.0,252975.0,143646.0,365019.0,401585.0,108513.0,242977.0,290763.0,128990.0,450268.0,266609.0,212673.0,361891.0,388180.0,445017.0,290457.0,174376.0,386564.0,420679.0,160723.0,455261.0,367462.0,178349.0,376600.0,252989.0,324086.0,212013.0,397516.0,151647.0,113773.0,419596.0,418216.0,116773.0,119785.0,439880.0,406391.0,377535.0,452640.0,163656.0,203275.0,143998.0,434770.0,197336.0,145278.0,392711.0,337281.0,305885.0
238900.0,358700.0,231371.0,334304.0,220318.0,235251.0,367809.0,249914.0,356056.0,369747.0,419085.0,375223.0,147016.0,330583.0,376231.0,344286.0,272827.0,383662.0,135250.0,119543.0,336743.0,437863.0,393575.0,227204.0,145971.0,333567.0,160422.0,132326.0,320235.0,140556.0,276775.0,339021.0,165930.0,416468.0,291583.0,319752.0,345801.0,127619.0,319218.0,452355.0,314465.0,280331.0,146620.0,203083.0,132191.0,123812.0,316577.0,155794.0,248024.0,393914.0
177622.0,148072.0,159794.0,297562.0,320997.0,133510.0,183569.0,198167.0,404627.0,161103.0,442169.0,445905.0,207278.0,295722.0,397684.0,320556.0,338081.0,280421.0,103055.0,170838.0,412166.0,308075.0,394698.0,349085.0,254348.0,244355.0,419884.0,309674.0,301369.0,440800.0,416785.0,267534.0,236556.0,236456.0,266352.0,195264.0,182203.0,309189.0,181761.0,395937.0,406648.0,388988.0,125800.0,235795.0,375689.0,148158.0,179685.0,341095.0,347656.0,179584.0
370082.0,269568.0,114069.0,134028.0,111546.0,435467.0,166381.0,246938.0,386430.0,193886.0,181264.0,311293.0,167070.0,219227.0,103850.0,319107.0,287551.0,386678.0,454393.0,383559.0,175036.0,229533.0,319618.0,413321.0,283427.0,372667.0,310073.0,287147.0,371549.0,454994.0,423440.0,328174.0,231291.0,233485.0,349877.0,132855.0,242434.0,201883.0,202294.0,223286.0,303576.0,171444.0,441282.0,220233.0,269850.0,429168.0,353079.0,190834.0,436406.0,142598.0
250117.0,387682.0,421757.0,137141.0,350729.0,343176.0,428648.0,116382.0,118705.0,434174.0,185979.0,420520.0,446350.0,324121.0,144693.0,256720.0,136988.0,391850.0,447150.0,455451.0,206754.0,197313.0,101573.0,449398.0,367105.0,238609.0,132700.0,168659.0,249144.0,221943.0,192040.0,183482.0,404973.0,332109.0,204062.0,377383.0,430108.0,136106.0,284491.0,134513.0,162852.0,429001.0,172870.0,346976.0,330340.0,353346.0,164333.0,215404.0,164760.0,261852.0
242977.0,420679.0,384728.0,292982.0,143646.0,123521.0,376600.0,337281.0,189954.0,418216.0,210301.0,160723.0,378286.0,397516.0,377521.0,450268.0,389116.0,441698.0,342570.0,238609.0,374257.0,377288.0,344867.0,401585.0,144201.0,263236.0,289886.0,172870.0,406391.0,277497.0,439880.0,356136.0,212281.0,451341.0,208706.0,112536.0,133471.0,208446.0,203275.0,212013.0,365019.0,332407.0,252975.0,159536.0,228515.0,371775.0,361891.0,403061.0,287027.0,133403.0
289713.0,228853.0,215701.0,165930.0,316577.0,410337.0,303181.0,113304.0,148295.0,327498.0,303108.0,103686.0,377381.0,454167.0,160422.0,366481.0,368141.0,427749.0,328187.0,149061.0,386353.0,389979.0,448859.0,420561.0,184209.0,208929.0,430082.0,255440.0,355429.0,156032.0,280014.0,385445.0,201855.0,298254.0,232258.0,409291.0,322676.0,198671.0,438322.0,281943.0,190397.0,191273.0,168805.0,318349.0,223912.0,178760.0,268833.0,219792.0,182896.0,361247.0
215429.0,255147.0,328978.0,161293.0,148627.0,230285.0,221052.0,154082.0,147559.0,445285.0,377628.0,452407.0,173447.0,277523.0,123133.0,301598.0,318816.0,431087.0,332202.0,242495.0,169642.0,270902.0,407398.0,413142.0,116849.0,425117.0,130367.0,177163.0,425280.0,316962.0,384195.0,432621.0,311384.0,100897.0,201216.0,229150.0,276760.0,203083.0,258101.0,387712.0,205246.0,285410.0,423991.0,353173.0,280689.0,294472.0,294949.0,179648.0,395720.0,140885.0
244355.0,380210.0,395937.0,115900.0,170838.0,278857.0,148158.0,138994.0,441186.0,349085.0,408310.0,188206.0,131814.0,361656.0,233073.0,387779.0,181849.0,236572.0,391333.0,163753.0,435356.0,308654.0,271229.0,428190.0,232955.0,170886.0,278012.0,100333.0,293516.0,328276.0,361953.0,300055.0,298052.0,187273.0,340138.0,379605.0,304233.0,438282.0,210465.0,296970.0,153306.0,375711.0,270145.0,154535.0,419884.0,169996.0,235988.0,442169.0,373952.0,223916.0
280014.0,134148.0,304400.0,225667.0,438322.0,388803.0,368141.0,435445.0,165729.0,327475.0,303108.0,436590.0,111614.0,215701.0,327228.0,218148.0,104795.0,279090.0,251205.0,205915.0,401041.0,386353.0,427749.0,328105.0,365622.0,197373.0,126293.0,226666.0,180482.0,179820.0,361247.0,129226.0,184209.0,409291.0,149061.0,177122.0,225995.0,374483.0,113076.0,441644.0,159181.0,289713.0,159653.0,232258.0,318349.0,148295.0,191273.0,448859.0,328187.0,406229.0
424485.0,132237.0,416752.0,350308.0,380780.0,177244.0,181355.0,205616.0,337339.0,362081.0,179471.0,338093.0,125348.0,363562.0,155736.0,367105.0,168368.0,260812.0,336231.0,155304.0,250181.0,213379.0,268008.0,289039.0,418744.0,327163.0,438830.0,332389.0,315057.0,112185.0,453336.0,313713.0,100277.0,182679.0,255555.0,196775.0,323840.0,366162.0,164400.0,325267.0,183482.0,353403.0,303057.0,241918.0,221551.0,386172.0,337950.0,372181.0,260638.0,206207.0
205292.0,356780.0,445843.0,149692.0,106074.0,200265.0,286781.0,421108.0,273924.0,285143.0,295008.0,219162.0,336399.0,338972.0,135285.0,243303.0,325386.0,167832.0,154928.0,429955.0,378686.0,179617.0,219792.0,445233.0,397589.0,182896.0,258172.0,396488.0,103686.0,214161.0,371847.0,242669.0,377284.0,270093.0,405034.0,298254.0,256757.0,129656.0,248820.0,297047.0,127535.0,390784.0,232005.0,427749.0,277523.0,400581.0,144117.0,294949.0,337220.0,124286.0
233034.0,245688.0,159632.0,337281.0,125064.0,304848.0,374257.0,262529.0,448010.0,377383.0,376600.0,200628.0,347568.0,396556.0,368979.0,215487.0,138766.0,237345.0,312187.0,168659.0,400756.0,127117.0,221943.0,220341.0,108569.0,206412.0,103674.0,200662.0,440542.0,286616.0,136106.0,156977.0,210596.0,342076.0,388426.0,258045.0,385610.0,263236.0,309757.0,147871.0,204452.0,113591.0,363562.0,162785.0,358862.0,129705.0,269640.0,299331.0,403061.0,318867.0
304400.0,280014.0,134148.0,225667.0,165729.0,436590.0,104795.0,111614.0,327475.0,438322.0,388803.0,328105.0,365622.0,435445.0,441644.0,368141.0,215701.0,351672.0,159653.0,205915.0,406229.0,218148.0,113076.0,251205.0,177122.0,327228.0,353535.0,401041.0,374483.0,386353.0,351415.0,427749.0,201603.0,148295.0,361247.0,409291.0,184209.0,385445.0,226666.0,122531.0,149061.0,129226.0,303108.0,126293.0,197373.0,331648.0,279090.0,232258.0,155045.0,388240.0
259495.0,129681.0,446135.0,153418.0,232909.0,265552.0,241058.0,409843.0,195670.0,223355.0,385336.0,283257.0,356599.0,308361.0,136988.0,455451.0,346949.0,274358.0,387259.0,222495.0,396873.0,200227.0,425025.0,404499.0,321199.0,127250.0,436618.0,208209.0,264306.0,171091.0,349469.0,160153.0,359132.0,206951.0,230450.0,347164.0,369287.0,195544.0,383058.0,194747.0,156334.0,150171.0,383995.0,372227.0,337926.0,399431.0,144388.0,404619.0,361513.0,287061.0
311384.0,100897.0,177163.0,277523.0,431923.0,174492.0,233616.0,300165.0,161293.0,384195.0,221052.0,259414.0,203083.0,130822.0,223160.0,220557.0,201216.0,316962.0,349279.0,152340.0,377628.0,217765.0,372231.0,107538.0,338972.0,315600.0,215576.0,407398.0,173361.0,431551.0,301598.0,196903.0,397589.0,291583.0,223382.0,148627.0,434799.0,215429.0,359481.0,169642.0,348075.0,418965.0,244599.0,121787.0,131870.0,285822.0,328978.0,355342.0,395605.0,154082.0
187807.0,202361.0,176788.0,122111.0,219769.0,364174.0,190395.0,184332.0,365669.0,229422.0,232543.0,304017.0,361336.0,231404.0,340274.0,447544.0,163627.0,366232.0,366944.0,233659.0,454419.0,314992.0,135986.0,364995.0,107192.0,376210.0,311173.0,186617.0,310394.0,376392.0,449439.0,376393.0,141412.0,222100.0,165075.0,117817.0,394838.0,102241.0,324873.0,159899.0,158887.0,242878.0,115952.0,300836.0,358134.0,297406.0,415899.0,176996.0,449848.0,232896.0
275752.0,279523.0,264921.0,253608.0,208065.0,283212.0,426075.0,281209.0,311960.0,248912.0,384666.0,241011.0,413575.0,453877.0,292018.0,332907.0,384771.0,446715.0,223778.0,156531.0,219244.0,123090.0,448233.0,273557.0,363483.0,130999.0,388381.0,389851.0,334907.0,381520.0,310418.0,266194.0,100218.0,450891.0,271849.0,433075.0,219146.0,212366.0,280084.0,282811.0,404431.0,318342.0,305259.0,386737.0,131445.0,142971.0,205440.0,302022.0,249389.0,273906.0
260638.0,216942.0,155304.0,363562.0,449398.0,168368.0,241918.0,142595.0,438830.0,452443.0,362081.0,136171.0,138944.0,416752.0,103684.0,391716.0,325267.0,133350.0,188537.0,441062.0,255555.0,379592.0,166181.0,299331.0,192501.0,363920.0,164760.0,125348.0,204062.0,349046.0,169399.0,122578.0,262529.0,103674.0,210103.0,300100.0,206476.0,280626.0,367105.0,179257.0,141735.0,129705.0,269125.0,400756.0,350308.0,314680.0,153424.0,323840.0,327163.0,321939.0
162671.0,124286.0,296550.0,340213.0,178243.0,438149.0,252583.0,236941.0,393615.0,151373.0,319284.0,390409.0,216182.0,454886.0,400756.0,349597.0,112864.0,268774.0,398167.0,201188.0,210596.0,389028.0,223912.0,122531.0,221986.0,122240.0,214851.0,351664.0,350856.0,204798.0,336234.0,187854.0,336331.0,180514.0,289233.0,190397.0,444365.0,379876.0,373134.0,233035.0,391585.0,448543.0,156926.0,448859.0,213407.0,158722.0,441716.0,375896.0,292341.0,285342.0
344286.0,131171.0,430341.0,442605.0,247927.0,124562.0,376231.0,127619.0,111371.0,132326.0,213916.0,349470.0,227204.0,452355.0,160422.0,276775.0,124510.0,445885.0,206184.0,149466.0,454167.0,328187.0,280331.0,153453.0,146584.0,255833.0,325311.0,339707.0,277638.0,146620.0,144943.0,231371.0,303181.0,372756.0,209796.0,332109.0,263474.0,323167.0,221157.0,410337.0,453435.0,151139.0,218104.0,219792.0,238900.0,147376.0,143801.0,327346.0,264803.0,346976.0
200305.0,317040.0,156789.0,116149.0,432757.0,199369.0,201743.0,310418.0,256789.0,286941.0,392841.0,143571.0,254681.0,434992.0,188393.0,434432.0,396277.0,121146.0,224569.0,130433.0,390313.0,237799.0,150015.0,190589.0,356531.0,394596.0,182892.0,277497.0,318652.0,223478.0,136225.0,128436.0,286190.0,175142.0,399372.0,146517.0,197336.0,243504.0,424525.0,410700.0,267626.0,190527.0,104601.0,438235.0,149510.0,202551.0,331367.0,345804.0,283476.0,150002.0
349783.0,428268.0,327929.0,361090.0,340274.0,158682.0,236440.0,449848.0,442463.0,349905.0,123601.0,273757.0,229422.0,332389.0,277209.0,268622.0,371076.0,330831.0,136415.0,359332.0,403011.0,310394.0,179561.0,359909.0,338093.0,395547.0,162994.0,233214.0,195544.0,182798.0,150141.0,263417.0,142836.0,393747.0,186617.0,426670.0,131113.0,256128.0,210072.0,336231.0,163627.0,185292.0,365669.0,250954.0,436928.0,287678.0,346745.0,248311.0,288867.0,436688.0
244568.0,256757.0,366231.0,405034.0,209391.0,209075.0,130644.0,347714.0,210194.0,298052.0,219162.0,363415.0,246011.0,162958.0,335491.0,392358.0,114442.0,266520.0,294949.0,359313.0,247851.0,442082.0,158583.0,216736.0,238490.0,397370.0,298254.0,324807.0,273930.0,357396.0,445843.0,250055.0,141209.0,190897.0,158722.0,244780.0,356780.0,231216.0,151544.0,395605.0,300055.0,246509.0,178760.0,420494.0,279183.0,193145.0,328708.0,268843.0,282325.0,323618.0
140385.0,177308.0,382676.0,178126.0,148453.0,350770.0,178681.0,332734.0,136692.0,420156.0,216793.0,297502.0,369051.0,171393.0,344593.0,149014.0,284552.0,398089.0,385359.0,204266.0,316408.0,353144.0,248137.0,102091.0,217040.0,231386.0,430798.0,101411.0,233215.0,391850.0,257952.0,249080.0,254626.0,121079.0,171732.0,195883.0,197859.0,125780.0,448256.0,117444.0,274963.0,376879.0,175361.0,372760.0,333256.0,292947.0,223215.0,197665.0,148706.0,410978.0
399413.0,143488.0,408422.0,204609.0,396189.0,132173.0,166737.0,412279.0,386397.0,272166.0,143499.0,418864.0,427380.0,310815.0,333014.0,186939.0,114479.0,342096.0,247630.0,388298.0,320139.0,101187.0,243100.0,432636.0,105526.0,117815.0,241029.0,301777.0,380449.0,304421.0,189802.0,453812.0,343635.0,387779.0,399029.0,293231.0,165841.0,442192.0,452342.0,235975.0,183584.0,292345.0,308493.0,172308.0,207853.0,130416.0,194047.0,227943.0,306380.0,247236.0
